order_day,gl,product_family,units,ops
3/25/21,Home Entertainment,Hardlines,61,9371
3/26/21,Home Entertainment,Hardlines,65,9875
3/27/21,Home Entertainment,Hardlines,93,14022
3/28/21,Home Entertainment,Hardlines,82,12245
3/29/21,Home Entertainment,Hardlines,74,10999
3/30/21,Home Entertainment,Hardlines,68,10743
3/31/21,Home Entertainment,Hardlines,64,9503
4/1/21,Home Entertainment,Hardlines,59,9279
4/2/21,Home Entertainment,Hardlines,69,7980
4/3/21,Home Entertainment,Hardlines,73,12158
4/4/21,Home Entertainment,Hardlines,91,11543
4/5/21,Home Entertainment,Hardlines,72,10850
4/6/21,Home Entertainment,Hardlines,68,10540
4/7/21,Home Entertainment,Hardlines,72,10278
4/8/21,Home Entertainment,Hardlines,63,7415
4/9/21,Home Entertainment,Hardlines,76,10080
4/10/21,Home Entertainment,Hardlines,87,11728
4/11/21,Home Entertainment,Hardlines,82,11329
4/12/21,Home Entertainment,Hardlines,90,11185
4/13/21,Home Entertainment,Hardlines,67,9761
4/14/21,Home Entertainment,Hardlines,66,10465
4/15/21,Home Entertainment,Hardlines,58,9345
4/16/21,Home Entertainment,Hardlines,70,22023
4/17/21,Home Entertainment,Hardlines,80,11409
4/18/21,Home Entertainment,Hardlines,73,26745
4/19/21,Home Entertainment,Hardlines,72,11672
4/20/21,Home Entertainment,Hardlines,73,10576
4/21/21,Home Entertainment,Hardlines,64,9575
4/22/21,Home Entertainment,Hardlines,64,8019
4/23/21,Home Entertainment,Hardlines,75,10458
4/24/21,Home Entertainment,Hardlines,78,10216
4/25/21,Home Entertainment,Hardlines,76,11768
4/26/21,Home Entertainment,Hardlines,77,10535
4/27/21,Home Entertainment,Hardlines,71,10557
4/28/21,Home Entertainment,Hardlines,61,9078
4/29/21,Home Entertainment,Hardlines,62,8236
4/30/21,Home Entertainment,Hardlines,71,10564
5/1/21,Home Entertainment,Hardlines,84,12648
5/2/21,Home Entertainment,Hardlines,76,11284
5/3/21,Home Entertainment,Hardlines,77,11807
5/4/21,Home Entertainment,Hardlines,67,9663
5/5/21,Home Entertainment,Hardlines,67,11091
5/6/21,Home Entertainment,Hardlines,64,7938
5/7/21,Home Entertainment,Hardlines,68,9992
5/8/21,Home Entertainment,Hardlines,86,13161
5/9/21,Home Entertainment,Hardlines,87,11546
5/10/21,Home Entertainment,Hardlines,83,10858
5/11/21,Home Entertainment,Hardlines,77,9971
5/12/21,Home Entertainment,Hardlines,73,9661
5/13/21,Home Entertainment,Hardlines,70,8236
5/14/21,Home Entertainment,Hardlines,88,8891
5/15/21,Home Entertainment,Hardlines,95,12876
5/16/21,Home Entertainment,Hardlines,91,10482
5/17/21,Home Entertainment,Hardlines,82,10724
5/18/21,Home Entertainment,Hardlines,75,10224
5/19/21,Home Entertainment,Hardlines,77,8931
5/20/21,Home Entertainment,Hardlines,65,9741
5/21/21,Home Entertainment,Hardlines,87,10278
5/22/21,Home Entertainment,Hardlines,92,12394
5/23/21,Home Entertainment,Hardlines,83,10702
5/24/21,Home Entertainment,Hardlines,89,12990
5/25/21,Home Entertainment,Hardlines,89,11040
5/26/21,Home Entertainment,Hardlines,85,9932
5/27/21,Home Entertainment,Hardlines,86,12084
5/28/21,Home Entertainment,Hardlines,97,10885
5/29/21,Home Entertainment,Hardlines,101,12816
5/30/21,Home Entertainment,Hardlines,97,12285
5/31/21,Home Entertainment,Hardlines,97,13356
6/1/21,Home Entertainment,Hardlines,102,13787
6/2/21,Home Entertainment,Hardlines,126,14256
6/3/21,Home Entertainment,Hardlines,79,11553
6/4/21,Home Entertainment,Hardlines,88,14556
6/5/21,Home Entertainment,Hardlines,101,16056
6/6/21,Home Entertainment,Hardlines,97,15475
6/7/21,Home Entertainment,Hardlines,106,15990
6/8/21,Home Entertainment,Hardlines,106,17379
6/9/21,Home Entertainment,Hardlines,121,19295
6/10/21,Home Entertainment,Hardlines,102,18240
6/11/21,Home Entertainment,Hardlines,144,28637
6/12/21,Home Entertainment,Hardlines,149,27307
6/13/21,Home Entertainment,Hardlines,112,22835
6/14/21,Home Entertainment,Hardlines,145,27604
6/15/21,Home Entertainment,Hardlines,269,56971
6/16/21,Home Entertainment,Hardlines,477,98809
6/17/21,Home Entertainment,Hardlines,200,27879
6/18/21,Home Entertainment,Hardlines,262,32908
6/19/21,Home Entertainment,Hardlines,824,134881
6/20/21,Home Entertainment,Hardlines,156,19624
6/21/21,Home Entertainment,Hardlines,140,17103
6/22/21,Home Entertainment,Hardlines,139,14920
6/23/21,Home Entertainment,Hardlines,140,15971
6/24/21,Home Entertainment,Hardlines,139,14847
6/25/21,Home Entertainment,Hardlines,153,15310
6/26/21,Home Entertainment,Hardlines,165,20610
6/27/21,Home Entertainment,Hardlines,163,17483
6/28/21,Home Entertainment,Hardlines,166,17467
6/29/21,Home Entertainment,Hardlines,172,17110
6/30/21,Home Entertainment,Hardlines,173,16413
7/1/21,Home Entertainment,Hardlines,172,15088
7/2/21,Home Entertainment,Hardlines,218,19234
7/3/21,Home Entertainment,Hardlines,188,20296
7/4/21,Home Entertainment,Hardlines,188,18278
7/5/21,Home Entertainment,Hardlines,190,18622
7/6/21,Home Entertainment,Hardlines,190,18339
7/7/21,Home Entertainment,Hardlines,223,18137
7/8/21,Home Entertainment,Hardlines,191,16080
7/9/21,Home Entertainment,Hardlines,216,19464
7/10/21,Home Entertainment,Hardlines,238,19178
7/11/21,Home Entertainment,Hardlines,209,19629
7/12/21,Home Entertainment,Hardlines,187,17098
7/13/21,Home Entertainment,Hardlines,152,15080
7/14/21,Home Entertainment,Hardlines,128,11902
7/15/21,Home Entertainment,Hardlines,88,9638
7/16/21,Home Entertainment,Hardlines,75,10823
7/17/21,Home Entertainment,Hardlines,108,10734
7/18/21,Home Entertainment,Hardlines,145,15864
7/19/21,Home Entertainment,Hardlines,131,15439
7/20/21,Home Entertainment,Hardlines,128,14415
7/21/21,Home Entertainment,Hardlines,119,13647
7/22/21,Home Entertainment,Hardlines,104,11908
7/23/21,Home Entertainment,Hardlines,91,10709
7/24/20,Home Improvement,Hardlines,1153,32943
7/25/20,Home Improvement,Hardlines,1641,45673
7/26/20,Home Improvement,Hardlines,1478,42238
7/27/20,Home Improvement,Hardlines,1393,42988
7/28/20,Home Improvement,Hardlines,1395,39784
7/29/20,Home Improvement,Hardlines,1233,36539
7/30/20,Home Improvement,Hardlines,1246,36290
7/31/20,Home Improvement,Hardlines,1447,41567
8/1/20,Home Improvement,Hardlines,1399,44108
8/2/20,Home Improvement,Hardlines,1303,40205
8/3/20,Home Improvement,Hardlines,1323,37875
8/4/20,Home Improvement,Hardlines,1263,38516
8/5/20,Home Improvement,Hardlines,1196,36173
8/6/20,Home Improvement,Hardlines,1154,35175
8/7/20,Home Improvement,Hardlines,1313,35140
8/8/20,Home Improvement,Hardlines,1602,47178
8/9/20,Home Improvement,Hardlines,1442,40577
8/10/20,Home Improvement,Hardlines,1417,39607
8/11/20,Home Improvement,Hardlines,1283,37841
8/12/20,Home Improvement,Hardlines,1120,32570
8/13/20,Home Improvement,Hardlines,1168,33808
8/14/20,Home Improvement,Hardlines,1353,40693
8/15/20,Home Improvement,Hardlines,1521,44008
8/16/20,Home Improvement,Hardlines,1465,41415
8/17/20,Home Improvement,Hardlines,1341,38625
8/18/20,Home Improvement,Hardlines,1239,36500
8/19/20,Home Improvement,Hardlines,1065,33568
8/20/20,Home Improvement,Hardlines,1140,33787
8/21/20,Home Improvement,Hardlines,1320,39736
8/22/20,Home Improvement,Hardlines,1442,42901
8/23/20,Home Improvement,Hardlines,1294,40874
8/24/20,Home Improvement,Hardlines,1357,38982
8/25/20,Home Improvement,Hardlines,1318,38688
8/26/20,Home Improvement,Hardlines,1195,34486
8/27/20,Home Improvement,Hardlines,1204,33906
8/28/20,Home Improvement,Hardlines,1230,32770
8/29/20,Home Improvement,Hardlines,1325,40632
8/30/20,Home Improvement,Hardlines,1337,40902
8/31/20,Home Improvement,Hardlines,1331,40531
9/1/20,Home Improvement,Hardlines,1323,38056
9/2/20,Home Improvement,Hardlines,1133,33347
9/3/20,Home Improvement,Hardlines,1110,33049
9/4/20,Home Improvement,Hardlines,1366,37628
9/5/20,Home Improvement,Hardlines,1281,40053
9/6/20,Home Improvement,Hardlines,1198,36728
9/7/20,Home Improvement,Hardlines,1271,38669
9/8/20,Home Improvement,Hardlines,1221,36511
9/9/20,Home Improvement,Hardlines,1092,33456
9/10/20,Home Improvement,Hardlines,1142,30608
9/11/20,Home Improvement,Hardlines,1323,35383
9/12/20,Home Improvement,Hardlines,1568,45345
9/13/20,Home Improvement,Hardlines,1341,38758
9/14/20,Home Improvement,Hardlines,1711,46635
9/15/20,Home Improvement,Hardlines,1255,38956
9/16/20,Home Improvement,Hardlines,1176,34959
9/17/20,Home Improvement,Hardlines,1123,32268
9/18/20,Home Improvement,Hardlines,1335,37930
9/19/20,Home Improvement,Hardlines,1466,43014
9/20/20,Home Improvement,Hardlines,1412,41451
9/21/20,Home Improvement,Hardlines,1409,42705
9/22/20,Home Improvement,Hardlines,1296,41647
9/23/20,Home Improvement,Hardlines,1103,36544
9/24/20,Home Improvement,Hardlines,1170,36337
9/25/20,Home Improvement,Hardlines,1378,39859
9/26/20,Home Improvement,Hardlines,1495,44167
9/27/20,Home Improvement,Hardlines,1444,45225
9/28/20,Home Improvement,Hardlines,1487,44150
9/29/20,Home Improvement,Hardlines,1360,39581
9/30/20,Home Improvement,Hardlines,1170,34817
10/1/20,Home Improvement,Hardlines,1110,35990
10/2/20,Home Improvement,Hardlines,1310,39663
10/3/20,Home Improvement,Hardlines,1397,43712
10/4/20,Home Improvement,Hardlines,1329,42670
10/5/20,Home Improvement,Hardlines,1333,38586
10/6/20,Home Improvement,Hardlines,1266,38812
10/7/20,Home Improvement,Hardlines,1090,33487
10/8/20,Home Improvement,Hardlines,1143,33504
10/9/20,Home Improvement,Hardlines,1346,40794
10/10/20,Home Improvement,Hardlines,1466,43404
10/11/20,Home Improvement,Hardlines,1353,41105
10/12/20,Home Improvement,Hardlines,1421,42556
10/13/20,Home Improvement,Hardlines,1222,36119
10/14/20,Home Improvement,Hardlines,1139,33857
10/15/20,Home Improvement,Hardlines,1137,32505
10/16/20,Home Improvement,Hardlines,1485,38478
10/17/20,Home Improvement,Hardlines,1429,45847
10/18/20,Home Improvement,Hardlines,1421,41950
10/19/20,Home Improvement,Hardlines,1450,40660
10/20/20,Home Improvement,Hardlines,1268,37642
10/21/20,Home Improvement,Hardlines,1194,36769
10/22/20,Home Improvement,Hardlines,1128,33977
10/23/20,Home Improvement,Hardlines,1373,39997
10/24/20,Home Improvement,Hardlines,1576,44210
10/25/20,Home Improvement,Hardlines,1407,41440
10/26/20,Home Improvement,Hardlines,1446,41820
10/27/20,Home Improvement,Hardlines,1338,38459
10/28/20,Home Improvement,Hardlines,1105,34433
10/29/20,Home Improvement,Hardlines,1079,31992
10/30/20,Home Improvement,Hardlines,1355,37922
10/31/20,Home Improvement,Hardlines,1494,44742
11/1/20,Home Improvement,Hardlines,1377,43331
11/2/20,Home Improvement,Hardlines,1352,42380
11/3/20,Home Improvement,Hardlines,1238,36416
11/4/20,Home Improvement,Hardlines,1119,34978
11/5/20,Home Improvement,Hardlines,1012,30241
11/6/20,Home Improvement,Hardlines,1173,33538
11/7/20,Home Improvement,Hardlines,1516,43236
11/8/20,Home Improvement,Hardlines,1463,42111
11/9/20,Home Improvement,Hardlines,1388,44025
11/10/20,Home Improvement,Hardlines,1338,40536
11/11/20,Home Improvement,Hardlines,1262,37790
11/12/20,Home Improvement,Hardlines,1190,35149
11/13/20,Home Improvement,Hardlines,1467,41683
11/14/20,Home Improvement,Hardlines,1514,46761
11/15/20,Home Improvement,Hardlines,1440,44966
11/16/20,Home Improvement,Hardlines,1370,43912
11/17/20,Home Improvement,Hardlines,1329,40695
11/18/20,Home Improvement,Hardlines,1203,36067
11/19/20,Home Improvement,Hardlines,1210,33410
11/20/20,Home Improvement,Hardlines,1463,43113
11/21/20,Home Improvement,Hardlines,1603,49124
11/22/20,Home Improvement,Hardlines,1591,46540
11/23/20,Home Improvement,Hardlines,1380,43336
11/24/20,Home Improvement,Hardlines,1392,41867
11/25/20,Home Improvement,Hardlines,1173,37957
11/26/20,Home Improvement,Hardlines,1174,33630
11/27/20,Home Improvement,Hardlines,1474,38398
11/28/20,Home Improvement,Hardlines,1600,46523
11/29/20,Home Improvement,Hardlines,1429,46704
11/30/20,Home Improvement,Hardlines,1409,44550
12/1/20,Home Improvement,Hardlines,1482,40465
12/2/20,Home Improvement,Hardlines,1088,34992
12/3/20,Home Improvement,Hardlines,1097,30508
12/4/20,Home Improvement,Hardlines,1240,35728
12/5/20,Home Improvement,Hardlines,1546,47821
12/6/20,Home Improvement,Hardlines,1490,46300
12/7/20,Home Improvement,Hardlines,1412,43382
12/8/20,Home Improvement,Hardlines,1311,41538
12/9/20,Home Improvement,Hardlines,1195,36371
12/10/20,Home Improvement,Hardlines,1099,33052
12/11/20,Home Improvement,Hardlines,1465,38141
12/12/20,Home Improvement,Hardlines,1573,46660
12/13/20,Home Improvement,Hardlines,1500,47137
12/14/20,Home Improvement,Hardlines,1415,41473
12/15/20,Home Improvement,Hardlines,1262,37407
12/16/20,Home Improvement,Hardlines,1133,34882
12/17/20,Home Improvement,Hardlines,1053,30360
12/18/20,Home Improvement,Hardlines,1049,29921
12/19/20,Home Improvement,Hardlines,1403,43364
12/20/20,Home Improvement,Hardlines,1563,45419
12/21/20,Home Improvement,Hardlines,1541,43007
12/22/20,Home Improvement,Hardlines,1332,43623
12/23/20,Home Improvement,Hardlines,1233,37965
12/24/20,Home Improvement,Hardlines,1116,33955
12/25/20,Home Improvement,Hardlines,1525,39183
12/26/20,Home Improvement,Hardlines,1647,48810
12/27/20,Home Improvement,Hardlines,1578,45200
12/28/20,Home Improvement,Hardlines,1449,43586
12/29/20,Home Improvement,Hardlines,1397,39847
12/30/20,Home Improvement,Hardlines,1125,34839
12/31/20,Home Improvement,Hardlines,1213,72780
1/1/21,Home Improvement,Hardlines,1483,40008
1/2/21,Home Improvement,Hardlines,1632,51347
1/3/21,Home Improvement,Hardlines,1477,46794
1/4/21,Home Improvement,Hardlines,1559,46105
1/5/21,Home Improvement,Hardlines,1432,40630
1/6/21,Home Improvement,Hardlines,1304,38528
1/7/21,Home Improvement,Hardlines,1193,33893
1/8/21,Home Improvement,Hardlines,1301,36270
1/9/21,Home Improvement,Hardlines,1596,52692
1/10/21,Home Improvement,Hardlines,1524,45576
1/11/21,Home Improvement,Hardlines,1480,47204
1/12/21,Home Improvement,Hardlines,1397,42525
1/13/21,Home Improvement,Hardlines,1321,41607
1/14/21,Home Improvement,Hardlines,1173,34406
1/15/21,Home Improvement,Hardlines,1432,39119
1/16/21,Home Improvement,Hardlines,1628,47399
1/17/21,Home Improvement,Hardlines,1565,47233
1/18/21,Home Improvement,Hardlines,1419,44799
1/19/21,Home Improvement,Hardlines,1401,41485
1/20/21,Home Improvement,Hardlines,1293,36573
1/21/21,Home Improvement,Hardlines,1203,34462
1/22/21,Home Improvement,Hardlines,1210,35704
1/23/21,Home Improvement,Hardlines,1419,40845
1/24/21,Home Improvement,Hardlines,1259,37381
1/25/21,Home Improvement,Hardlines,1617,46992
1/26/21,Home Improvement,Hardlines,1514,46807
1/27/21,Home Improvement,Hardlines,1426,39628
1/28/21,Home Improvement,Hardlines,1328,38093
1/29/21,Home Improvement,Hardlines,1531,39351
1/30/21,Home Improvement,Hardlines,2311,73081
1/31/21,Home Improvement,Hardlines,3688,127669
2/1/21,Home Improvement,Hardlines,1573,45628
2/2/21,Home Improvement,Hardlines,1443,43388
2/3/21,Home Improvement,Hardlines,1293,41236
2/4/21,Home Improvement,Hardlines,1287,36778
2/5/21,Home Improvement,Hardlines,1503,38520
2/6/21,Home Improvement,Hardlines,1749,52185
2/7/21,Home Improvement,Hardlines,1607,47229
2/8/21,Home Improvement,Hardlines,1562,46294
2/9/21,Home Improvement,Hardlines,1420,43513
2/10/21,Home Improvement,Hardlines,1307,39790
2/11/21,Home Improvement,Hardlines,1321,34488
2/12/21,Home Improvement,Hardlines,1582,43257
2/13/21,Home Improvement,Hardlines,1793,48938
2/14/21,Home Improvement,Hardlines,1673,50067
2/15/21,Home Improvement,Hardlines,1582,47224
2/16/21,Home Improvement,Hardlines,1458,42655
2/17/21,Home Improvement,Hardlines,1316,41867
2/18/21,Home Improvement,Hardlines,1252,36927
2/19/21,Home Improvement,Hardlines,1528,40346
2/20/21,Home Improvement,Hardlines,1670,48726
2/21/21,Home Improvement,Hardlines,1685,50711
2/22/21,Home Improvement,Hardlines,1655,47770
2/23/21,Home Improvement,Hardlines,1544,43882
2/24/21,Home Improvement,Hardlines,1345,40024
2/25/21,Home Improvement,Hardlines,1354,35568
2/26/21,Home Improvement,Hardlines,1525,42145
2/27/21,Home Improvement,Hardlines,1833,50128
2/28/21,Home Improvement,Hardlines,1682,48726
3/1/21,Home Improvement,Hardlines,1676,49381
3/2/21,Home Improvement,Hardlines,1455,42181
3/3/21,Home Improvement,Hardlines,1445,42161
3/4/21,Home Improvement,Hardlines,1310,38836
3/5/21,Home Improvement,Hardlines,1595,41555
3/6/21,Home Improvement,Hardlines,1818,49412
3/7/21,Home Improvement,Hardlines,1731,50280
3/8/21,Home Improvement,Hardlines,1701,45607
3/9/21,Home Improvement,Hardlines,1564,45795
3/10/21,Home Improvement,Hardlines,1429,38526
3/11/21,Home Improvement,Hardlines,1354,40130
3/12/21,Home Improvement,Hardlines,1498,41535
3/13/21,Home Improvement,Hardlines,1569,47311
3/14/21,Home Improvement,Hardlines,1697,51199
3/15/21,Home Improvement,Hardlines,1594,46588
3/16/21,Home Improvement,Hardlines,1578,45749
3/17/21,Home Improvement,Hardlines,1413,37993
3/18/21,Home Improvement,Hardlines,1223,37008
3/19/21,Home Improvement,Hardlines,1591,43514
3/20/21,Home Improvement,Hardlines,1799,52110
3/21/21,Home Improvement,Hardlines,1611,47097
3/22/21,Home Improvement,Hardlines,1619,46398
3/23/21,Home Improvement,Hardlines,1593,43050
3/24/21,Home Improvement,Hardlines,1354,41523
3/25/21,Home Improvement,Hardlines,1255,38989
3/26/21,Home Improvement,Hardlines,1435,40336
3/27/21,Home Improvement,Hardlines,1902,51766
3/28/21,Home Improvement,Hardlines,1824,54527
3/29/21,Home Improvement,Hardlines,1786,47345
3/30/21,Home Improvement,Hardlines,1596,45396
3/31/21,Home Improvement,Hardlines,1332,37417
4/1/21,Home Improvement,Hardlines,1206,33869
4/2/21,Home Improvement,Hardlines,1510,39879
4/3/21,Home Improvement,Hardlines,1647,49688
4/4/21,Home Improvement,Hardlines,1690,48853
4/5/21,Home Improvement,Hardlines,1678,46717
4/6/21,Home Improvement,Hardlines,1458,45191
4/7/21,Home Improvement,Hardlines,1334,40913
4/8/21,Home Improvement,Hardlines,1265,35868
4/9/21,Home Improvement,Hardlines,1706,44078
4/10/21,Home Improvement,Hardlines,1925,53800
4/11/21,Home Improvement,Hardlines,1681,49650
4/12/21,Home Improvement,Hardlines,1811,47950
4/13/21,Home Improvement,Hardlines,1681,45289
4/14/21,Home Improvement,Hardlines,1490,42065
4/15/21,Home Improvement,Hardlines,1261,36777
4/16/21,Home Improvement,Hardlines,1646,43812
4/17/21,Home Improvement,Hardlines,1926,54638
4/18/21,Home Improvement,Hardlines,1843,50608
4/19/21,Home Improvement,Hardlines,1635,49712
4/20/21,Home Improvement,Hardlines,1574,44597
4/21/21,Home Improvement,Hardlines,1397,41050
4/22/21,Home Improvement,Hardlines,1417,38062
4/23/21,Home Improvement,Hardlines,1708,46272
4/24/21,Home Improvement,Hardlines,1833,51180
4/25/21,Home Improvement,Hardlines,1731,52391
4/26/21,Home Improvement,Hardlines,1608,48555
4/27/21,Home Improvement,Hardlines,1555,45733
4/28/21,Home Improvement,Hardlines,1463,40289
4/29/21,Home Improvement,Hardlines,1297,37893
4/30/21,Home Improvement,Hardlines,1605,46512
5/1/21,Home Improvement,Hardlines,1884,57070
5/2/21,Home Improvement,Hardlines,1771,49763
5/3/21,Home Improvement,Hardlines,1664,50562
5/4/21,Home Improvement,Hardlines,1664,45493
5/5/21,Home Improvement,Hardlines,1552,42158
5/6/21,Home Improvement,Hardlines,1417,38274
5/7/21,Home Improvement,Hardlines,1702,46134
5/8/21,Home Improvement,Hardlines,1992,57579
5/9/21,Home Improvement,Hardlines,1822,54706
5/10/21,Home Improvement,Hardlines,1797,53112
5/11/21,Home Improvement,Hardlines,1631,48735
5/12/21,Home Improvement,Hardlines,1425,42722
5/13/21,Home Improvement,Hardlines,1326,40141
5/14/21,Home Improvement,Hardlines,1745,47647
5/15/21,Home Improvement,Hardlines,1875,55679
5/16/21,Home Improvement,Hardlines,1928,57794
5/17/21,Home Improvement,Hardlines,1716,53487
5/18/21,Home Improvement,Hardlines,1624,47671
5/19/21,Home Improvement,Hardlines,1424,44494
5/20/21,Home Improvement,Hardlines,1440,39609
5/21/21,Home Improvement,Hardlines,1738,52631
5/22/21,Home Improvement,Hardlines,1899,55859
5/23/21,Home Improvement,Hardlines,1613,51549
5/24/21,Home Improvement,Hardlines,1823,57696
5/25/21,Home Improvement,Hardlines,1663,52133
5/26/21,Home Improvement,Hardlines,1485,47924
5/27/21,Home Improvement,Hardlines,1561,43790
5/28/21,Home Improvement,Hardlines,1918,55502
5/29/21,Home Improvement,Hardlines,2072,64718
5/30/21,Home Improvement,Hardlines,2000,56500
5/31/21,Home Improvement,Hardlines,1902,60380
6/1/21,Home Improvement,Hardlines,1695,51694
6/2/21,Home Improvement,Hardlines,1591,47261
6/3/21,Home Improvement,Hardlines,1573,48062
6/4/21,Home Improvement,Hardlines,1986,55767
6/5/21,Home Improvement,Hardlines,2059,65345
6/6/21,Home Improvement,Hardlines,1991,57896
6/7/21,Home Improvement,Hardlines,1882,58639
6/8/21,Home Improvement,Hardlines,1899,53261
6/9/21,Home Improvement,Hardlines,1785,51829
6/10/21,Home Improvement,Hardlines,1697,46877
6/11/21,Home Improvement,Hardlines,2160,57755
6/12/21,Home Improvement,Hardlines,2097,58509
6/13/21,Home Improvement,Hardlines,1701,52411
6/14/21,Home Improvement,Hardlines,1670,53207
6/15/21,Home Improvement,Hardlines,2299,73728
6/16/21,Home Improvement,Hardlines,3410,115369
6/17/21,Home Improvement,Hardlines,2192,63752
6/18/21,Home Improvement,Hardlines,2717,81200
6/19/21,Home Improvement,Hardlines,5208,182097
6/20/21,Home Improvement,Hardlines,2313,70324
6/21/21,Home Improvement,Hardlines,2193,62521
6/22/21,Home Improvement,Hardlines,2102,63810
6/23/21,Home Improvement,Hardlines,2050,55517
6/24/21,Home Improvement,Hardlines,2168,54157
6/25/21,Home Improvement,Hardlines,2688,69904
6/26/21,Home Improvement,Hardlines,2815,71746
6/27/21,Home Improvement,Hardlines,2478,70690
6/28/21,Home Improvement,Hardlines,2282,67886
6/29/21,Home Improvement,Hardlines,2172,65124
6/30/21,Home Improvement,Hardlines,2105,60910
7/1/21,Home Improvement,Hardlines,2043,61972
7/2/21,Home Improvement,Hardlines,2562,68327
7/3/21,Home Improvement,Hardlines,2681,73764
7/4/21,Home Improvement,Hardlines,2394,69033
7/5/21,Home Improvement,Hardlines,2327,65945
7/6/21,Home Improvement,Hardlines,2260,66238
7/7/21,Home Improvement,Hardlines,2063,61762
7/8/21,Home Improvement,Hardlines,2025,56141
7/9/21,Home Improvement,Hardlines,2300,66685
7/10/21,Home Improvement,Hardlines,2402,70246
7/11/21,Home Improvement,Hardlines,2095,66331
7/12/21,Home Improvement,Hardlines,2029,56257
7/13/21,Home Improvement,Hardlines,1659,50943
7/14/21,Home Improvement,Hardlines,1382,43355
7/15/21,Home Improvement,Hardlines,1074,33944
7/16/21,Home Improvement,Hardlines,818,22972
7/17/21,Home Improvement,Hardlines,1014,29401
7/18/21,Home Improvement,Hardlines,1829,50859
7/19/21,Home Improvement,Hardlines,1802,55138
7/20/21,Home Improvement,Hardlines,1818,53099
7/21/21,Home Improvement,Hardlines,1753,50638
7/22/21,Home Improvement,Hardlines,1517,47085
7/23/21,Home Improvement,Hardlines,1347,40287
7/24/20,Jewelry,Softlines,277,6260
7/25/20,Jewelry,Softlines,334,6951
7/26/20,Jewelry,Softlines,302,11081
7/27/20,Jewelry,Softlines,311,8875
7/28/20,Jewelry,Softlines,300,9502
7/29/20,Jewelry,Softlines,284,8089
7/30/20,Jewelry,Softlines,274,15901
7/31/20,Jewelry,Softlines,280,5479
8/1/20,Jewelry,Softlines,280,9353
8/2/20,Jewelry,Softlines,279,7462
8/3/20,Jewelry,Softlines,265,9219
8/4/20,Jewelry,Softlines,273,5586
8/5/20,Jewelry,Softlines,272,6047
8/6/20,Jewelry,Softlines,279,5146
8/7/20,Jewelry,Softlines,279,5980
8/8/20,Jewelry,Softlines,292,5771
8/9/20,Jewelry,Softlines,278,6893
8/10/20,Jewelry,Softlines,264,6723
8/11/20,Jewelry,Softlines,254,63327
8/12/20,Jewelry,Softlines,249,5677
8/13/20,Jewelry,Softlines,241,7225
8/14/20,Jewelry,Softlines,291,8016
8/15/20,Jewelry,Softlines,280,6353
8/16/20,Jewelry,Softlines,266,9724
8/17/20,Jewelry,Softlines,282,7211
8/18/20,Jewelry,Softlines,261,8549
8/19/20,Jewelry,Softlines,257,14738
8/20/20,Jewelry,Softlines,232,5846
8/21/20,Jewelry,Softlines,284,6304
8/22/20,Jewelry,Softlines,283,8931
8/23/20,Jewelry,Softlines,301,7174
8/24/20,Jewelry,Softlines,326,7579
8/25/20,Jewelry,Softlines,311,7384
8/26/20,Jewelry,Softlines,309,9882
8/27/20,Jewelry,Softlines,323,7746
8/28/20,Jewelry,Softlines,319,7327
8/29/20,Jewelry,Softlines,366,9432
8/30/20,Jewelry,Softlines,364,10323
8/31/20,Jewelry,Softlines,420,12196
9/1/20,Jewelry,Softlines,397,20346
9/2/20,Jewelry,Softlines,393,15671
9/3/20,Jewelry,Softlines,370,10212
9/4/20,Jewelry,Softlines,362,10078
9/5/20,Jewelry,Softlines,334,13533
9/6/20,Jewelry,Softlines,279,12643
9/7/20,Jewelry,Softlines,302,10673
9/8/20,Jewelry,Softlines,267,13198
9/9/20,Jewelry,Softlines,245,5539
9/10/20,Jewelry,Softlines,227,6114
9/11/20,Jewelry,Softlines,264,6387
9/12/20,Jewelry,Softlines,288,5968
9/13/20,Jewelry,Softlines,258,9307
9/14/20,Jewelry,Softlines,339,7767
9/15/20,Jewelry,Softlines,326,7214
9/16/20,Jewelry,Softlines,285,5869
9/17/20,Jewelry,Softlines,269,5930
9/18/20,Jewelry,Softlines,315,6480
9/19/20,Jewelry,Softlines,304,7155
9/20/20,Jewelry,Softlines,324,7697
9/21/20,Jewelry,Softlines,318,9294
9/22/20,Jewelry,Softlines,302,10482
9/23/20,Jewelry,Softlines,279,11600
9/24/20,Jewelry,Softlines,284,5661
9/25/20,Jewelry,Softlines,313,6645
9/26/20,Jewelry,Softlines,319,28927
9/27/20,Jewelry,Softlines,286,6688
9/28/20,Jewelry,Softlines,295,12042
9/29/20,Jewelry,Softlines,275,7821
9/30/20,Jewelry,Softlines,281,8726
10/1/20,Jewelry,Softlines,266,6775
10/2/20,Jewelry,Softlines,278,7763
10/3/20,Jewelry,Softlines,303,13795
10/4/20,Jewelry,Softlines,302,7066
10/5/20,Jewelry,Softlines,288,8307
10/6/20,Jewelry,Softlines,271,6200
10/7/20,Jewelry,Softlines,254,4859
10/8/20,Jewelry,Softlines,249,10723
10/9/20,Jewelry,Softlines,291,6838
10/10/20,Jewelry,Softlines,297,9818
10/11/20,Jewelry,Softlines,295,8147
10/12/20,Jewelry,Softlines,277,6004
10/13/20,Jewelry,Softlines,281,15331
10/14/20,Jewelry,Softlines,258,12155
